id,colaborador_profile_id,ciclo,status,clareza_apresentacao,conforto_avaliacao_pares,conforto_autoavaliacao,tempo_suficiente,clareza_lideranca,representatividade_feedback,surpresa_devolutiva,conforto_devolutiva,efetividade_programa,clareza_proximos_passos,falta_apresentacao_captura,falta_devolutivas,falta_perguntas_gerais,data_envio,created_at,updated_at
0e5c6414-d4f7-4b02-9b3c-ea255f11d537,,,Em aberto,,,,,,,,,,,,,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
a3198e6c-a347-4bf6-94cd-6c38fc60c733,,,Em aberto,,,,,,,,,,,,,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
dfaed575-e9be-45d4-a4dc-494146aa35ef,,,Em aberto,,,,,,,,,,,,,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
e82d5a70-2c61-4b94-89da-16fc7a594cb6,,,Em aberto,,,,,,,,,,,,,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
4b90ee58-da6c-4f8a-b8bb-d5f8c3831460,,,Em aberto,,,,,,,,,,,,,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
fec8cb8e-67c2-4549-8cb0-f21a23c738ce,,,Em aberto,,,,,,,,,,,,,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
4f03ed4d-b1f9-4d32-9238-57078c2d1ee7,,,Em aberto,,,,,,,,,,,,,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
622c0450-fe18-4bb5-9842-d1c77d6ddfd1,,,Em aberto,,,,,,,,,,,,,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
cf6d6d16-4ee6-4bbf-ada3-dbb64921a1ca,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,3,2,2,4,2,2,"Acho que está ok, porém acredito que seja necessário esclarecer melhor os critérios a serem avaliados e o que é esperado de cada cargo e senioridade, para que assim possa haver uma linha de raciocínio pra tomar como base na hora e avaliar e na hora de entender melhor a devolutiva","Acho que a devolutiva deveria ser mais aprofundada em como cada um dos pontos impactou no resultado final seja positiva ou negativamente em conjunto com os pontos da resposta sobre as etapas de apresentação e captura, até mesmo pra pessoa conseguir entender quais pontos principalmente os de melhoria são mais críticos para serem trabalhados com maior ênfase. Sobre a questão de como cada um dos pontos impactou no resultado, o sentimento no meu feedback por exemplo é que de acordo com o que foi apresentado na devolutiva os pontos de melhoria apresentados são pontos válidos de fato mas que frente aos pontos positivos não justificariam o resultado final, na minha interpretação os pontos de melhorias que foram apresentados seriam importantes para me fazer ir além e evoluir, mas que não necessariamente estariam impactando negativamente nas minhas atribuições principais do dia a dia. Por fim acho que o principal nessa etapa de devolutiva é deixar claro pra quem recebe o que é esperado do cargo e senioridade dela, o que foi alcançado, quais são os pontos que precisam de fato ser melhorados (pontos que estejam impactando negativamente nas atribuições principais do colaborador), como estes pontos estão impactando negativamente e quais pontos poderiam ser melhorados (pontos que não estão impactando negativamente mas que a empresa vê como oportunidades de crescimento), quando possível também seria importante esclarecer melhor os próximos passos dando um melhor direcionamento para que a pessoa que recebe a devolutiva saia tendo um norte de como e por onde começar a atuar em cima desse feedback.",,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
58b80177-e116-4b8b-9d5d-84f7e701e9a6,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,5,5,5,5,3,4,"Acho que o formulário ficou muito extenso e repetitivo, podemos tentar diminuir ele e sintetizar com os pontos que realmente importam, sem ficar redundante sabe. A captura de feedbacks das pessoas que estão atuando em formato mais ""outsourcing"", onde trabalham mais no cliente, é importante definir os tópicos que precisam ser questionados ao cliente e acompanhados mensalmente durante o ciclo. Se deixa para pegar no último mês me passa a percepção que o feedback vem um pouco mais superficial, sem muitos detalhes da atuação do time.",A princípio não senti falta de nada durante esse momento.,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
356ee411-b456-4698-a345-6cd5fbc6c821,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,3,5,3,2,2,"Clareza do que tá sendo esperado de cada um, para que os feedbacks sejam coesos entre todos.","Direcionamento mais objetivo, com pontos diretos e claros do que precisa ser feito para melhorar. Evitar deixar ""em aberto"".",,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
9944fc87-bff2-48bd-aa6a-07b53a8ebfcc,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,5,5,4,5,3,3,Não sei,Não,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
b4f7c145-0402-409a-8ea5-9169b12298bf,,1º ciclo 2024,Finalizado,,,3,Foi suficiente ,4,3,3,3,4,,Por ser novo na cubos não participei do processo inteiro da avaliação,Por ser novo na cubos não participei do processo inteiro da avaliação,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
c3ec3208-ccbc-4679-9388-d3cc4abbade2,,2º ciclo 2023,Finalizado,,,4,Não foi suficiente,5,5,5,5,4,5,"Percebi que algumas perguntas acabaram ficando um pouco repetitivas, o que também afetou o template de calibragem."," Não senti falta de nada na reunião de feedback. Meu líder foi totalmente claro e não houve nenhuma surpresa, pois concordo com todos os pontos que foram abordados.",,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
82c857ab-9d1d-4d29-b99e-a2076818d60c,,1º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,5,5,5,4,4,somente as notificações da zazo ,notificações,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
f36ff143-df81-41e4-999e-dadaf57d733d,,1º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,4,3,5,5,5,Problemas com o formulário voltando,N/a,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
f9be13f6-4de9-45ed-bf8f-478d212930c2,,1º ciclo 2024,Finalizado,,,2,Foi suficiente ,4,5,5,4,3,5,Poderia ter me preparado melhor ao longo do ciclo. Para ser mais fiel com o que estou escrevendo.,A devolutiva foi bastante clara,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
373a5835-5e28-436e-b706-958c5827945b,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,5,4,5,,Nada no momento,Nada no momento,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
19c50493-e054-4c0c-ae36-46679ff342c9,,1º ciclo 2024,Finalizado,,,4,"Foi mais que suficiente, muito longo",5,4,5,4,4,5,"Nada, achei tudo ótimo.",Nada.,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
dd81d698-9bee-4688-9dd3-a1f62069209a,,1º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,4,4,5,4,5,Creio que ficou bem claro a etapa de apresentação e captura,Creio que ficou bem claro a etapa de devolutivas,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
abb9c76b-c5ad-48c5-bf61-5786093cb145,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,3,4,5,3,3,Deixar ainda mais claro sobre as expectativas,O que se espera nas expectativas ainda possui pontos de dúvida,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
e86b3556-47db-42ba-a06e-e8ec1206af55,,1º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,5,5,5,4,5,Infelizmente haviam poucas pessoas em contato comigo para me avaliarem,n/a,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
0d1e4d83-fa9c-44ca-a12c-04930b85e92f,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,5,4,4,5,4,5,"Ainda acho que falta sabermos o nivel da pessoa que estamos avaliando, se a pessoa deve ser avaliada como nivel pleno junior ou senior",Sei que é dificil mas gostaria que as devolutivas começassem mais rapido,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
59b5e2ee-917c-41af-85e9-2a1c7b89b69b,,1º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,5,4,5,5,5,"Gostei que cada etapa tinha uma explicação do que era esperado, mas acho que ela poderia estar mais alinhada com a própria pergunta.",Não senti falta de nada.,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
6d301c06-7a24-405f-b7ca-e1f6872cfb35,,2º ciclo 2023,Finalizado,,,1,Foi suficiente ,4,3,5,3,1,3,nada,nada,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
03fa9642-e183-446f-bc69-6964e23bebb1,,1º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,4,2,5,4,,"Não enxergo nenhum ponto de melhoria, para mim está claro.","Minha devolutiva também foi bem clara no que diz respeito ao meu ciclo, também não enxergo nenhum ponto de melhoria",,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
673739ef-26c7-4d4d-ab8c-9f9514286bd5,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,4,4,3,,Nada,Nada,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
a4bb9d97-768a-4267-b8cf-eb7a01d2002f,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,5,5,4,4,5,5,-,Gostaria de ter a devolutiva formalizada também de maneira escrita.,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
a5cac81e-8097-479d-aa61-15115a5fb346,,1º ciclo 2024,Finalizado,,,5,Foi suficiente ,4,4,5,5,5,5,"Só foi um pouc cansativo devido a quantidade de perguntas e respostas em formas de texto que deveríamos fornecer. No mais, não há nada a ser melhorado.",Nada a ser melhorado.,,2024-10-16,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
574735ad-1190-40b2-83a8-c8c02dc5766f,,1º ciclo 2024,Finalizado,,,4,"Foi mais que suficiente, muito longo",4,2,4,4,2,4,"Acho que para etapa de captura, deveria acontecer de forma mais periódica, talvez uma a cada 2 meses. Pois muita informação acaba se perdendo. Imagino que a coleta do feedback, principalmente do lado do cliente, uma única vez, impacta consideravelmente na devolutiva. Por ser uma etapa próxima de encerrar o ciclo, muito do que foi feito no inicio/meio do ciclo, acaba não sendo muito bem relatado, principalmente do lado do cliente. ","Das ultimas três devolutivas, essa sem dúvida foi a melhor. As outras foram extremamente rasas. Ainda acho que a devolutiva deixou um pouco a desejar, não por causa do lado Cubos, mas pelo lado do cliente. Pro meu feedback, foi extremamente raso, impactando diretamente na minha devolutiva. Algumas coisas do que foram ditas na devolutiva não foram fieis 100% ao meu ciclo.",,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
7a7ea81b-6a59-4750-8bf9-76f9559aea5a,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,5,5,5,5,4,5,"Não achei que fez tanto sentido aquelas avaliações de 0 a 5, se repetia muito com as informações de evolução e menos nas informações de impacto do ciclo.",Gostaria que tivesse uma apresentação,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
2224633e-f211-4256-a0ba-97420c92dab8,,1º ciclo 2024,Finalizado,,,4,"Foi mais que suficiente, muito longo",5,2,3,4,2,3,"Na etapa de captura é um desafio saber o q é resultado vs o q é ação. Um sponge em como reconhecer e como impactar melhor a empresa, seria interessante, mas é um plus. ",Como apresentar as ações impostas na devolutiva para a cubos.,,2024-10-17,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
bae49a03-c305-4590-894f-8f15a1d410cf,,1º ciclo 2024,Finalizado,,,5,Foi suficiente ,4,4,3,4,4,5,"Acredito que as perguntas poderiam ser mais simples e diretas, pois muitas vezes, as respostas acabam ficando muito semelhantes, dependendo de para quem está respondendo.","Achei a devolutiva muito boa, especialmente por incluir sugestões de próximos passos para melhorar. 
Então atualmente, não vejo possibilidades de melhorias.",,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
47d93e94-c8d4-4248-978e-659937960944,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,5,4,5,5,4,4,"Um critério maior para avaliar pares, principalmente, tempo mínimo de trabalho em conjunto para avaliar um par",Nada,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
8d78fcb6-87bb-4e55-87a2-e841bec4e291,,1º ciclo 2024,Finalizado,,,4,"Foi mais que suficiente, muito longo",5,4,5,5,4,4,"O tempo do processo é muito longo, tenho ciência que pela velocidade de resposta dos participantes, mas ainda sim acho longo",.,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
adbb0f80-559f-4124-b6f8-967175e36711,,1º ciclo 2024,Finalizado,,,5,"Foi mais que suficiente, muito longo",4,2,3,4,4,4,Acho que a captura pode envolver mais a empresa onde o colaborador está alocado.,A devolutiva foi bem feita,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
808ee558-d0f0-4268-8dc9-9ea2df9bd1b8,,1º ciclo 2024,Finalizado,,,2,Foi suficiente ,3,2,2,3,2,3,"Existiam múltiplas perguntas para serem preenchidas no mesmo campo, talvez separar mais.",Melhor separação dos períodos de feedback,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
7dde055d-4c3c-4a17-9de0-d0f23ac0c0a2,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,3,3,3,4,2,2,"Nada, essa parte tá bem claro. Acho que o foco agora seria ver o pós feedback. O que fazer depois, quais os próximos passos? Que planos traçar? Pra não ficar um feedback pelo feedback ","Próximos passos mais claros e transparentes, pdi",,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
d1bd5581-4844-41fe-b426-4ccf8585442c,,2º ciclo 2023,Finalizado,,,4,Foi suficiente ,3,3,4,3,3,3,Deixar mais claro o que é avaliar impacto.,  Mais insumos.,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
faceb162-462c-43a6-8147-c65740a092a5,,1º ciclo 2024,Finalizado,,,5,Foi suficiente ,4,3,5,4,5,4,"Não vi sentido nas perguntas finais. Inclusive, nem as recebi como devolutiva. 
Acho que as pessoas da Cubos não estão preparadas para responder avaliação de pares e a calibragem não leva em consideração essas avaliações. Sendo assim, temos o tempo de indicações e captura que poderiam ser reduzidos, caso essas avaliações não existam e os feedbacks serão dados em menos tempo. Acho importante a autoavaliação (mais pra própria pessoa do que pra calibragem), avaliação da liderança e dos liderados. ",Foi tranquila!,,2024-10-04,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
85f5d271-016d-4702-9a1a-2ec129a29f12,,1º ciclo 2024,Finalizado,,,5,"Foi mais que suficiente, muito longo",5,5,5,5,5,5,"**Questão de timing:** Acredito que o ciclo de captura deva sempre começar na primeira semana de junho ou janeiro, garantindo que tudo esteja pronto (e a pessoa já receba o retorno) até o final de julho. Isso mantém as informações mais frescas e alinhadas ao ciclo atual. Receber orientações para o segundo semestre em outubro, por exemplo, faz pouco sentido.

**Simplificação do processo de captura:** Eu removeria pelo menos um campo. Na última avaliação, perguntamos sobre impacto, evolução e avaliação geral do ciclo. No entanto, os pares podem ter dificuldade em avaliar o impacto de alguém, tornando o processo desgastante e impreciso.

**Autoavaliação:** Sugiro incluir um campo como: ""O que você fez de diferente neste ciclo em comparação ao anterior?""

**Ordem das avaliações:** As estrelas de 1 a 5 poderiam vir primeiro, já que essas notas fornecem insumos para preencher os campos de evolução, avaliação geral e sugestões de melhorias para o próximo ciclo. A inversão ajudaria, pois ao refletir sobre as estrelas, eu mesmo me recordava de pontos que gostaria de acrescentar.**Questão de timing:** Acredito que o ciclo de captura deva sempre começar na primeira semana de junho ou janeiro, garantindo que tudo esteja pronto (e a pessoa já receba o retorno) até o final de julho. Isso mantém as informações mais frescas e alinhadas ao ciclo atual. Receber orientações para o segundo semestre em outubro, por exemplo, faz pouco sentido.

**Simplificação do processo de captura:** Eu removeria pelo menos um campo. Na última avaliação, perguntamos sobre impacto, evolução e avaliação geral do ciclo. No entanto, os pares podem ter dificuldade em avaliar o impacto de alguém, tornando o processo desgastante e impreciso.

**Autoavaliação:** Sugiro incluir um campo como: ""O que você fez de diferente neste ciclo em comparação ao anterior?""

**Ordem das avaliações:** As estrelas de 1 a 5 poderiam vir primeiro, já que essas notas fornecem insumos para preencher os campos de evolução, avaliação geral e sugestões de melhorias para o próximo ciclo. A inversão ajudaria, pois ao refletir sobre as estrelas, eu mesmo me recordava de pontos que gostaria de acrescentar.","Fora o que falei de timing acima, considero bem de boa.",,2024-11-01,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
6049ce18-f180-4cd6-bbed-9464b871aa1e,,2º ciclo 2023,Finalizado,,,4,Foi suficiente ,4,3,4,3,1,4,"A apresentação foi 100%, nada a acrescentar.",Acertividade na elaboração das devolutivas para pessoas em clientes terceiros.,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
57824974-c82d-40a8-b6a7-f4b634bac6be,,1º ciclo 2024,Finalizado,,,2,Foi suficiente ,4,4,5,5,5,5,"Acho que deveria ter apenas um campo para descrever sobre a pessoa, e o resto só questão objetivas.",Creio que a devolutiva é boa.,,2024-11-01,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
7131bd45-f4fc-4513-a1b9-35e35a606094,,1º ciclo 2024,Finalizado,,,5,"Foi mais que suficiente, muito longo",5,5,4,5,4,4,"Acho que seria melhor ter exemplos práticos de como responder, pois ainda tive dúvidas durante o processo e acabei repetindo informações e mais de um campo.",Demorou muito para as devolutivas serem dadas.,,2024-11-01,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
18a5c48d-675e-49b7-a0ed-00d2145ae6c2,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,4,4,3,5,Talvez deixar claro para o avaliador em que nivel esta o avaliado (par),Creio que esta tenha sido uma das melhores devolutivas que ja obtive nesses anos de cubos,,2024-11-01,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
98bd5a44-773f-4209-8f78-44a55696cfe0,,1º ciclo 2024,Finalizado,,,3,"Foi mais que suficiente, muito longo",3,3,4,3,2,2,.,Expectativas deveriam ser criadas em base de coisas palpáveis. 'Acho que' não é métrica.,,2024-11-01,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
97e54afe-d0e2-4fe9-adfb-40e48f3cee85,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,5,4,4,5,5,4,"De imediato não me lembro. Talvez revisitar as questões do formulário, ficou bastante extenso e em algumas partes até repetitivo. ",Não há.,,2024-11-01,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
2b5bdbf6-d52d-487f-aa2d-1d6c2d0d4dc6,,1º ciclo 2024,Finalizado,,,3,Foi suficiente ,4,2,4,4,1,2,Dificuldade de pegar insumos de pares,Analise de ciclo do par,,2024-11-01,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
6b170b59-c6cf-4b68-bf11-5c67bd3118fb,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,5,4,1,1,Nada,Nada.,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
0d971943-3549-44b0-8622-ada063cd006d,,1º ciclo 2024,Finalizado,,,3,"Foi mais que suficiente, muito longo",4,2,4,3,2,3,Não me vem nada em mente no momento.,"Falta métricas e expectativas concretas para evitar vieses. Hoje a relação interpessoal pesa muito mais do que deveria, gerando vieses e situações onde uma pessoa pede X, cobra Y e reporta Z.",,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
b821ef93-eddd-4929-83a9-bc124fea2408,,1º ciclo 2024,Finalizado,,,3,Foi suficiente ,2,2,3,5,2,3,As perguntas tinham respostas muito parecidas no fim das contas. ,Acho que quem deve entregar os feedback é a liderança mais próxima daquela pessoa. ,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
856dcb22-e04d-4330-a4b6-b55a32dafe37,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,4,4,3,3,Nada,Não,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
03be1bc5-3b7f-4fba-abdf-faa27a9b4a73,,1º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,3,3,5,3,3,"Dar mais clareza sobre impactos e expectativas, ainda ficou duvidas sobre como deveriamos avaliar esses pontos e isso pode ter causado uma interpretação equivocada de como responder.",Precisa deixar mais claro sobre as expectativas e aprofundar mais no que precisamos melhorar tecnicamente para uma evolução de carreira,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
73553cba-ae9a-412b-ac30-db137ecd2aee,,1º ciclo 2024,Finalizado,,,4,"Foi mais que suficiente, muito longo",4,4,4,4,3,3,Não sei dizer.,Acredito que ter um direcionamento maior do que fazer para continuar evoluindo ou melhorar.,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
0fa8053b-0627-4e61-acb7-8a9133cd1876,,2º ciclo 2024,Em aberto,,,3,Foi suficiente ,4,4,4,4,4,5,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
893ea04f-5644-49ab-87c2-c19e2f98930f,,2º ciclo 2024,Finalizado,,,5,"Foi mais que suficiente, muito longo",4,5,5,5,4,4,"No momento, acho que o processo está bom. Conseguiu me atender no formato que fizemos.","No momento, acho que o processo está bom. Conseguiu me atender no formato que fizemos.",,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
7572fb96-ebe8-4b25-b35a-6123877bf9e5,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
12adb0b4-91d5-47a9-b3bf-6a68dda222b8,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
d55b4716-d5f4-4f7d-90e8-d552a598e6d3,,2º ciclo 2024,Finalizado,,,5,Foi suficiente ,4,4,5,5,5,,nada no momento,nada no momento,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
92ed606a-f9c9-43e6-b08d-06b8033a1c76,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
8fa33aab-0f16-4e3b-b661-fbec15f5bf99,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
12f14096-37b4-4dd6-aba0-690c5b5cea87,,2º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,5,4,4,5,.,.,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
2d64e107-6f76-485a-ba5e-a9eaf1b99e3c,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
b405a364-1109-47c6-9e74-f13d53805dd9,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
99a36d1f-6d9a-469f-85d7-c214c8937710,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
a2fa278b-5de3-4773-bfab-9db11a341ebf,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
0cdd88b7-1b45-4901-94c7-782d720ef679,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
de4d770c-89bd-454d-a6a5-3693230a4a6d,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
94ea8940-fe7e-4788-a20d-d01431e46995,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
b513c088-1b05-40fd-b6e9-fb4d1e5a958e,,2º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,5,4,5,4,3,Nada,Nada,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
a0e75713-25e2-4f11-8660-b48d669889a1,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
57caa950-6768-4bb7-8428-f57f2ea80384,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
5bc11fc0-b30a-4307-9e7e-91f46b19044e,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
9ea541a8-f8e0-44e2-a3a2-2fcdf5c0453b,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
d1ef6512-99aa-4920-a7d6-032af363dac1,,2º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,5,5,5,5,5,"Após preencher uma avaliação, a visualização é um pouco confusa porqque os enunciados e as respostas ficam meio misturados na interface do zazos.","Foi bem precisa, não achei que precisa ser melhorado.",,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
de4235f3-a88c-4a49-8de3-dffa907eee89,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
2062cad8-d78d-4acd-8251-158f2e2c3ad9,,2º ciclo 2024,Finalizado,,,4,"Foi mais que suficiente, muito longo",4,5,5,5,4,4,Acho que falta clareza nos pontos de melhoria,acho confortavel e um bom momento de escuta,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
9f8a7467-2ae7-489a-a8c7-3b9c87562cd4,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
786bbdf6-1300-41c2-8583-bcd40cde0f1c,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
9c5b33e1-4194-4d33-a752-a800e59d40db,,2º ciclo 2024,Finalizado,,,2,Não foi suficiente,5,5,5,5,4,5,mais tempo,.,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
57f86d8d-c4b3-436c-b1c8-143bdfcf6469,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
c59e32e4-7bec-4652-8cd3-54865b576360,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
bafea412-fc84-43d4-8870-07ddbc1cb8f2,,2º ciclo 2024,Finalizado,,,4,"Foi mais que suficiente, muito longo",4,4,5,4,4,4,"Acho que o tempo de captura está muito longo, porque no fim das contas todo mundo acaba preenchendo só perto da data limite , eu me incluo nisso também kkk.","A devolutiva foi bem tranquila, não pensei em nada que poderia ser mudado.",,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
31fbbe8f-8843-48bb-a4af-0beffaaa3ba2,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
19de6edf-e3fd-495f-bec6-fb57e63a246f,,2º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,3,5,4,3,3,-,-,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
